395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395
395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,99,99,99,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395
395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,99,99,99,395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,99,99,99,395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,0,0,0,0,0,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,0,0,0,0,0,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,0,0,0,0,0,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395,0,0,0,0,0,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,395,395,395,0,395,395,395,395,395,395,395,395,0,0,0,0,0,395,0,395,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,395,395,395,0,395,395,395,395,395,395,395,395,0,0,0,0,0,395,0,395,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,395,395,395,395,395,395,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395
395,395,395,395,395,395,395,395,395,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395
395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,0,395,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,0,395,0,0,0,0,0,0,0,0,395,395,395,395,395
395,395,0,0,0,0,0,0,0,0,0,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,0,395,395,0,0,0,0,0,0,0,395,395,395,395,395
395,395,0,0,0,0,0,0,0,0,0,395,395,395,395,395,0,0,0,0,0,0,0,0,0,395,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,0,395,395,0,0,0,0,0,0,0,395,395,395,395,395
395,395,0,0,0,0,0,0,0,0,0,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,0,395,395,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,395,395,395,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,395,395,395,395,395
395,395,395,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,395,395,395,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395
395,395,395,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395
395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395
395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395
395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395
395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395,395,395,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,395,395,395,395,395,395,0,0,0,0,0,0,0,0,395,395,395
